sentence,sentiment,date
Excellent value for the price.,positive,2024-04-07 04:45:09.290074
I love it and will buy again.,positive,2025-01-05 01:27:51.844203
Excellent value for the price.,positive,2024-06-09 08:01:46.384477
Would not recommend to anyone.,negative,2024-07-01 06:38:55.086818
The product exceeded my expectations.,positive,2025-04-19 09:04:05.429819
Worst purchase I’ve made recently.,negative,2024-01-19 06:45:43.542494
Great customer service and fast delivery.,positive,2025-03-19 00:25:36.951298
Worst purchase I’ve made recently.,positive,2025-01-10 07:49:33.608583
Would not recommend to anyone.,positive,2024-09-08 10:53:04.501811
Very disappointing experience.,positive,2024-10-08 19:27:38.235402
Worst purchase I’ve made recently.,positive,2025-01-07 14:39:29.850967
I love it and will buy again.,negative,2024-09-09 04:52:51.411764
I love it and will buy again.,positive,2024-12-05 15:50:17.853683
Would not recommend to anyone.,positive,2024-03-29 02:19:58.628518
Worst purchase I’ve made recently.,negative,2025-03-04 03:11:49.889070
I am not satisfied with the quality.,negative,2024-05-22 20:10:21.059680
Great customer service and fast delivery.,negative,2024-10-12 03:45:48.798554
Worst purchase I’ve made recently.,positive,2025-03-20 13:17:10.578332
The item broke after one use.,negative,2024-05-13 01:14:35.562832
I am not satisfied with the quality.,negative,2025-04-18 14:09:11.065380
Worst purchase I’ve made recently.,negative,2024-10-08 22:57:30.114229
The item broke after one use.,negative,2024-12-20 16:36:42.457610
The product exceeded my expectations.,positive,2024-03-16 15:36:04.685340
The item broke after one use.,negative,2024-12-01 03:52:00.748447
Worst purchase I’ve made recently.,positive,2024-11-27 14:05:10.762256
I love it and will buy again.,negative,2025-04-17 15:12:51.731740
Very disappointing experience.,positive,2025-03-01 19:49:08.679852
Worst purchase I’ve made recently.,positive,2024-11-24 14:03:56.987207
Would not recommend to anyone.,positive,2024-05-24 17:10:05.020424
The product exceeded my expectations.,negative,2024-09-06 19:58:27.603964
The item broke after one use.,negative,2025-03-21 23:58:14.723854
Excellent value for the price.,positive,2024-04-10 06:44:22.410983
Excellent value for the price.,positive,2024-05-04 03:21:49.693816
I am not satisfied with the quality.,negative,2024-12-11 21:52:14.592928
Excellent value for the price.,negative,2024-09-16 19:09:40.116133
Would not recommend to anyone.,positive,2025-02-25 20:10:07.451630
Excellent value for the price.,positive,2024-06-19 15:22:05.001351
Very disappointing experience.,positive,2025-04-02 23:10:17.648244
Great customer service and fast delivery.,negative,2024-08-20 06:58:36.280040
I love it and will buy again.,negative,2024-09-15 04:28:34.891030
Great customer service and fast delivery.,positive,2024-11-15 04:00:50.634246
Very disappointing experience.,positive,2025-03-24 08:03:23.344317
Very disappointing experience.,negative,2024-02-26 12:28:41.920514
Very disappointing experience.,negative,2025-04-11 09:03:35.667536
Totally worth the money!,negative,2024-03-16 12:31:03.409557
I love it and will buy again.,positive,2024-03-19 04:33:39.441190
Very disappointing experience.,negative,2024-01-08 08:02:03.895045
Would not recommend to anyone.,positive,2024-07-30 06:51:51.711941
Excellent value for the price.,negative,2025-05-14 10:49:55.499265
Worst purchase I’ve made recently.,positive,2024-02-22 17:23:02.275546
Worst purchase I’ve made recently.,positive,2024-02-07 09:48:00.508973
Would not recommend to anyone.,negative,2024-06-23 09:34:12.179563
The item broke after one use.,positive,2025-04-17 06:46:01.268870
I love it and will buy again.,positive,2025-04-17 13:30:06.024130
Totally worth the money!,negative,2024-03-16 05:38:49.849439
Worst purchase I’ve made recently.,positive,2025-03-11 17:34:30.222954
Worst purchase I’ve made recently.,positive,2025-04-19 00:04:01.392377
Worst purchase I’ve made recently.,positive,2024-07-22 18:28:58.610287
Great customer service and fast delivery.,positive,2024-11-05 03:16:33.510218
Excellent value for the price.,negative,2024-09-01 13:59:15.257188
Very disappointing experience.,positive,2025-04-22 01:28:48.525627
The product exceeded my expectations.,negative,2025-05-14 13:28:26.349821
Totally worth the money!,positive,2024-10-05 20:43:17.424289
Worst purchase I’ve made recently.,negative,2024-05-03 19:58:17.888915
The product exceeded my expectations.,positive,2024-08-16 20:30:31.614762
Excellent value for the price.,negative,2025-03-28 13:25:20.696951
I love it and will buy again.,positive,2024-03-05 19:08:18.460140
The product exceeded my expectations.,positive,2024-12-09 20:19:49.035417
Great customer service and fast delivery.,positive,2025-05-03 02:52:45.397577
The item broke after one use.,positive,2024-10-14 07:04:43.128942
The item broke after one use.,negative,2024-09-17 23:02:14.633606
I am not satisfied with the quality.,positive,2024-12-02 09:26:34.406905
Great customer service and fast delivery.,negative,2024-08-29 21:35:37.812279
I am not satisfied with the quality.,negative,2024-11-23 13:36:22.672175
Would not recommend to anyone.,negative,2024-12-06 01:32:05.900063
Excellent value for the price.,positive,2024-02-29 03:23:53.596612
Would not recommend to anyone.,positive,2024-01-27 06:01:53.377756
Totally worth the money!,positive,2024-03-14 18:14:06.228781
Totally worth the money!,positive,2025-02-08 11:00:18.811701
Would not recommend to anyone.,positive,2025-03-01 09:23:42.890434
Great customer service and fast delivery.,negative,2024-10-28 15:31:22.237607
Worst purchase I’ve made recently.,negative,2025-04-04 03:32:39.880208
Very disappointing experience.,positive,2024-04-10 15:55:51.088893
Would not recommend to anyone.,negative,2025-02-10 11:39:11.856801
I am not satisfied with the quality.,positive,2025-04-01 11:29:29.592564
The product exceeded my expectations.,negative,2024-03-29 02:52:35.130509
I love it and will buy again.,negative,2024-03-20 03:14:43.301040
Totally worth the money!,negative,2024-08-19 10:59:38.514066
Excellent value for the price.,positive,2024-08-15 08:21:30.139850
Very disappointing experience.,negative,2024-11-22 19:04:28.573434
Great customer service and fast delivery.,negative,2025-04-08 20:52:50.611352
Worst purchase I’ve made recently.,negative,2025-01-20 15:30:18.391337
Great customer service and fast delivery.,positive,2025-02-15 06:03:55.249447
Very disappointing experience.,negative,2024-10-28 12:08:03.582925
The product exceeded my expectations.,negative,2025-01-23 01:07:47.752332
Worst purchase I’ve made recently.,positive,2024-08-25 19:47:48.461322
The item broke after one use.,negative,2024-06-27 05:02:00.206908
Great customer service and fast delivery.,negative,2025-04-23 22:01:00.587153
The item broke after one use.,positive,2024-07-10 15:36:05.515018
Great customer service and fast delivery.,negative,2024-11-04 09:41:19.188590
Very disappointing experience.,negative,2025-04-02 09:05:55.671792
I am not satisfied with the quality.,negative,2024-09-07 06:39:56.995326
Excellent value for the price.,negative,2024-01-21 01:44:08.560690
I am not satisfied with the quality.,negative,2024-04-12 07:11:41.360222
I am not satisfied with the quality.,positive,2024-07-07 06:15:51.413085
I am not satisfied with the quality.,positive,2025-01-19 09:30:09.088791
Would not recommend to anyone.,positive,2024-06-12 13:10:10.491149
Worst purchase I’ve made recently.,positive,2025-04-25 20:05:21.420541
Would not recommend to anyone.,positive,2024-04-22 11:32:37.050023
Would not recommend to anyone.,positive,2024-10-06 23:36:08.074303
I am not satisfied with the quality.,positive,2024-11-25 12:14:25.335324
The product exceeded my expectations.,positive,2024-09-05 09:01:19.204051
Excellent value for the price.,negative,2024-06-27 07:51:53.863531
I am not satisfied with the quality.,negative,2024-01-20 12:51:18.709765
I love it and will buy again.,positive,2025-05-10 15:02:35.558927
The product exceeded my expectations.,positive,2024-01-11 06:24:28.418360
Totally worth the money!,negative,2025-04-13 16:07:48.135191
The product exceeded my expectations.,negative,2024-04-30 05:47:19.233367
Worst purchase I’ve made recently.,positive,2024-11-18 11:02:58.638845
Would not recommend to anyone.,positive,2024-11-16 22:18:59.826759
I love it and will buy again.,negative,2024-01-29 23:41:39.133382
Excellent value for the price.,negative,2025-03-06 06:01:07.085242
The product exceeded my expectations.,negative,2025-01-17 12:27:59.609759
Great customer service and fast delivery.,positive,2024-07-04 23:49:39.422561
The product exceeded my expectations.,negative,2024-10-13 04:40:27.427073
The item broke after one use.,negative,2024-05-25 18:22:39.102780
Excellent value for the price.,positive,2024-06-06 16:44:09.704422
I love it and will buy again.,negative,2025-03-17 03:20:23.026806
The item broke after one use.,positive,2024-04-27 20:25:17.742423
I am not satisfied with the quality.,negative,2024-04-22 23:05:03.920237
I love it and will buy again.,negative,2024-05-14 09:49:05.659289
Great customer service and fast delivery.,positive,2024-05-02 08:05:49.240300
Great customer service and fast delivery.,positive,2024-11-22 00:09:53.592259
Excellent value for the price.,negative,2024-11-02 14:19:42.695692
The product exceeded my expectations.,positive,2024-06-18 01:50:33.563423
Would not recommend to anyone.,positive,2024-12-03 10:58:41.784043
Very disappointing experience.,negative,2024-08-09 19:26:04.767014
I am not satisfied with the quality.,negative,2025-05-14 14:56:16.571110
Great customer service and fast delivery.,negative,2024-06-21 21:35:23.483185
Would not recommend to anyone.,positive,2025-03-24 12:43:49.202109
Great customer service and fast delivery.,positive,2025-01-07 02:28:42.655808
Worst purchase I’ve made recently.,negative,2025-05-14 20:50:40.317950
I love it and will buy again.,negative,2024-12-06 21:40:29.832207
I am not satisfied with the quality.,negative,2024-04-17 15:34:42.164150
I am not satisfied with the quality.,negative,2025-02-08 14:58:16.789016
I love it and will buy again.,negative,2024-04-19 21:58:42.661835
The item broke after one use.,negative,2025-01-05 04:55:04.929732
The product exceeded my expectations.,positive,2024-05-01 19:33:12.184062
Worst purchase I’ve made recently.,negative,2024-02-26 16:03:43.616685
The item broke after one use.,positive,2025-02-14 01:45:33.973989
The product exceeded my expectations.,negative,2024-05-05 00:00:23.842997
Would not recommend to anyone.,positive,2024-12-12 22:15:07.451861
I love it and will buy again.,negative,2024-08-16 16:42:57.958399
The item broke after one use.,positive,2024-06-03 22:09:16.674346
Excellent value for the price.,positive,2024-03-23 19:00:42.362473
Great customer service and fast delivery.,positive,2024-10-21 22:54:54.948799
The item broke after one use.,negative,2024-11-06 05:44:25.518590
I love it and will buy again.,positive,2024-02-13 13:29:25.940097
I am not satisfied with the quality.,negative,2025-03-24 07:30:20.732114
I am not satisfied with the quality.,negative,2024-02-18 16:17:00.227400
Totally worth the money!,negative,2024-03-08 02:23:04.819627
Would not recommend to anyone.,positive,2024-05-12 02:25:29.496715
Very disappointing experience.,negative,2024-01-19 05:33:45.937869
Excellent value for the price.,positive,2024-10-09 06:27:21.150288
The product exceeded my expectations.,negative,2024-02-02 08:37:38.060975
Very disappointing experience.,negative,2025-01-18 07:18:08.257100
Totally worth the money!,positive,2024-11-11 13:16:07.721270
The item broke after one use.,negative,2024-12-05 12:06:57.754908
Totally worth the money!,positive,2024-11-19 14:52:32.949328
Worst purchase I’ve made recently.,positive,2024-04-23 01:52:41.207797
Excellent value for the price.,positive,2025-03-04 16:49:35.532242
Great customer service and fast delivery.,positive,2024-11-15 01:07:32.860434
I am not satisfied with the quality.,negative,2025-04-24 16:06:32.085603
Excellent value for the price.,negative,2024-03-05 04:34:59.228360
Great customer service and fast delivery.,positive,2024-07-02 00:40:42.819464
The product exceeded my expectations.,positive,2024-10-25 13:00:20.265439
I love it and will buy again.,positive,2024-10-08 07:38:26.216998
I am not satisfied with the quality.,positive,2024-01-23 09:31:50.296660
Excellent value for the price.,positive,2024-12-18 11:19:20.316554
Would not recommend to anyone.,negative,2024-04-28 01:20:54.461361
Excellent value for the price.,positive,2024-07-04 00:52:48.604406
Great customer service and fast delivery.,negative,2024-04-06 20:04:28.481836
Would not recommend to anyone.,positive,2024-06-12 13:54:01.855503
The product exceeded my expectations.,negative,2025-03-21 11:26:39.575047
The product exceeded my expectations.,negative,2024-02-15 09:36:38.211375
Great customer service and fast delivery.,negative,2024-11-21 19:49:50.569462
